Time of immersion (hours);Frequency (Hz);Zre (ohms);Zim (ohms);Sample
1;7,94328212738037;284,356044064494;-166,647073005337;LDH-M2-6-18h-DS
1;6,30957365036011;310,638618139004;-176,04976024609;LDH-M2-6-18h-DS
1;5,01187229156494;331,409173331709;-182,507197092736;LDH-M2-6-18h-DS
1;3,98107171058655;354,717851687855;-191,769377006877;LDH-M2-6-18h-DS
1;3,16227769851685;379,768916664284;-203,236665082096;LDH-M2-6-18h-DS
1;2,51188635826111;405,749997332454;-217,627864581723;LDH-M2-6-18h-DS
1;1,99526226520538;434,024560596112;-234,298489350676;LDH-M2-6-18h-DS
1;1,58489322662354;465,87128704442;-253,693096479297;LDH-M2-6-18h-DS
1;1,25892543792725;502,354926930943;-276,058785773685;LDH-M2-6-18h-DS
1;1;542,284704820875;-299,20719273567;LDH-M2-6-18h-DS
1;0,794328212738037;591,010926550492;-322,988654201758;LDH-M2-6-18h-DS
