Time of immersion (hours);Frequency (Hz);Zre (ohms);Zim (ohms);Sample
72;0,158489316701889;2412,00952478023;-1647,95215384486;LDH-M2-6-18h-DS
72;0,125892534852028;2677,8677683772;-1756,41316282784;LDH-M2-6-18h-DS
72;0,100000001490116;3112,81652863746;-1976,38143135124;LDH-M2-6-18h-DS
72;0,0794328227639198;3369,127695908;-2003,56259333528;LDH-M2-6-18h-DS
72;0,0630957335233688;3652,1144972972;-2022,89460400104;LDH-M2-6-18h-DS
72;0,0501187220215797;3968,30282502078;-2031,71777280628;LDH-M2-6-18h-DS
72;0,0398107171058655;4327,51182271686;-2025,58201140972;LDH-M2-6-18h-DS
72;0,0316227748990059;4677,42779707479;-1986,77134976385;LDH-M2-6-18h-DS
72;0,0251188650727272;5010,69301328565;-1913,68652137255;LDH-M2-6-18h-DS
72;0,0199526231735945;5330,24924951691;-1807,54018528653;LDH-M2-6-18h-DS
72;0,015848932787776;5613,43720808662;-1670,79646307779;LDH-M2-6-18h-DS
72;0,0125892544165254;5852,67439843916;-1505,24550022063;LDH-M2-6-18h-DS
72;0,00999999977648258;6037,48253354538;-1326,4329513926;LDH-M2-6-18h-DS
96;100000;81,5135690119563;39,6487446650363;LDH-M2-6-18h-DS
96;79432,8203125;77,7136853690525;31,7420178126634;LDH-M2-6-18h-DS
96;63095,734375;75,3496021283382;25,4910946856849;LDH-M2-6-18h-DS
96;50118,72265625;73,6222476628396;20,3642325324309;LDH-M2-6-18h-DS
96;39810,71875;72,3305567013534;16,384292564613;LDH-M2-6-18h-DS
96;31622,77734375;71,3289626003834;12,6781167444609;LDH-M2-6-18h-DS
96;25118,865234375;71,0549591352252;9,54053114816061;LDH-M2-6-18h-DS
96;19952,623046875;70,9365064418414;7,44678304843447;LDH-M2-6-18h-DS
96;15848,931640625;70,7764460518558;5,62179556878292;LDH-M2-6-18h-DS
96;12589,25390625;70,6961650171538;4,0451637580985;LDH-M2-6-18h-DS
96;10000;70,6671551658436;2,78638711147971;LDH-M2-6-18h-DS
96;7943,2822265625;70,8103025324317;1,40158106638696;LDH-M2-6-18h-DS
96;6309,5732421875;70,7984279314524;0,293869509404668;LDH-M2-6-18h-DS
96;5011,87255859375;70,8456398296228;-0,747043851531428;LDH-M2-6-18h-DS
96;3981,07177734375;70,9812057915619;-2,02208021105062;LDH-M2-6-18h-DS
96;3162,27758789063;71,1098269137965;-2,69137539458465;LDH-M2-6-18h-DS
96;2511,88647460938;72,3430856590083;-4,11812783093138;LDH-M2-6-18h-DS
96;1995,26232910156;75,0700696661688;-5,51256997463111;LDH-M2-6-18h-DS
96;1584,89318847656;73,2842586249525;-4,63843620836729;LDH-M2-6-18h-DS
96;1258,92541503906;73,5667788303046;-6,35762109075866;LDH-M2-6-18h-DS
96;1000;73,5674356481622;-8,4414215922867;LDH-M2-6-18h-DS
96;794,328247070313;74,5351862077855;-10,5389920788423;LDH-M2-6-18h-DS
96;630,957336425781;74,33667862489;-13,409977469036;LDH-M2-6-18h-DS
96;501,187225341797;75,81478261351;-15,4555228126986;LDH-M2-6-18h-DS
96;398,107177734375;76,9943785217957;-18,1925040712388;LDH-M2-6-18h-DS
96;316,227752685547;78,5126375061339;-22,0311129511834;LDH-M2-6-18h-DS
96;251,18864440918;80,2343879389696;-26,4917262806674;LDH-M2-6-18h-DS
96;199,526229858398;82,4267853745936;-31,5245356292384;LDH-M2-6-18h-DS
96;158,489318847656;85,5046806385492;-38,4443999125649;LDH-M2-6-18h-DS
96;125,892539978027;88,4282776849366;-45,1117474856975;LDH-M2-6-18h-DS
96;100;93,0482359747711;-53,9984272258552;LDH-M2-6-18h-DS
96;79,4328231811523;98,2249570581944;-64,6998250158427;LDH-M2-6-18h-DS
96;63,0957336425781;104,715006823381;-75,6565443520023;LDH-M2-6-18h-DS
96;50,118724822998;113,83516302761;-88,6313113076903;LDH-M2-6-18h-DS
96;39,810718536377;125,91545965782;-104,593528183344;LDH-M2-6-18h-DS
96;31,6227760314941;139,711160186658;-119,056727253177;LDH-M2-6-18h-DS
96;25,1188640594482;155,313656862284;-136,927624630399;LDH-M2-6-18h-DS
96;19,9526233673096;181,189774564118;-159,120521678431;LDH-M2-6-18h-DS
96;15,8489322662354;201,015660188017;-172,183635545637;LDH-M2-6-18h-DS
96;12,5892543792725;233,138863660871;-192,593427383052;LDH-M2-6-18h-DS
96;10;254,306138036967;-206,121688497365;LDH-M2-6-18h-DS
96;7,94328212738037;295,744781224934;-223,813262261561;LDH-M2-6-18h-DS
96;6,30957365036011;324,555898390852;-220,882576345487;LDH-M2-6-18h-DS
96;5,01187229156494;369,289954867649;-226,924074615028;LDH-M2-6-18h-DS
96;3,98107171058655;389,333238991101;-235,699119640768;LDH-M2-6-18h-DS
96;3,16227769851685;427,81274759972;-281,418403406285;LDH-M2-6-18h-DS
96;2,51188635826111;472,234762810639;-293,134951036763;LDH-M2-6-18h-DS
96;1,99526226520538;458,253379224697;-252,376686610749;LDH-M2-6-18h-DS
96;1,58489322662354;590,16592238996;-264,756520517797;LDH-M2-6-18h-DS
96;1,25892543792725;587,77558546303;-380,200950397737;LDH-M2-6-18h-DS
96;1;509,21308230535;-297,483484115605;LDH-M2-6-18h-DS
96;0,794328212738037;681,679932636958;-194,430611646844;LDH-M2-6-18h-DS
96;0,630957365036011;-2234,85504515706;-5475,69624584257;LDH-M2-6-18h-DS
96;0,501187205314636;786,925579391465;-384,685852990028;LDH-M2-6-18h-DS
96;0,398107171058655;834,943787251368;-413,406394192489;LDH-M2-6-18h-DS
96;0,31622776389122;886,660391564394;-447,796665394566;LDH-M2-6-18h-DS
96;0,251188635826111;944,755361906218;-487,079391434928;LDH-M2-6-18h-DS
96;0,199526235461235;1011,28945826415;-530,625267065295;LDH-M2-6-18h-DS
96;0,158489316701889;1087,54271779504;-576,404483179212;LDH-M2-6-18h-DS
96;0,125892534852028;1176,86781841827;-620,985367043601;LDH-M2-6-18h-DS
96;0,100000001490116;1280,8024276457;-658,338885562283;LDH-M2-6-18h-DS
96;0,0794328227639198;1395,00360673491;-683,045481676465;LDH-M2-6-18h-DS
96;0,0630957335233688;1518,74788432984;-690,875656178372;LDH-M2-6-18h-DS
96;0,0501187220215797;1639,69609065942;-675,626063169639;LDH-M2-6-18h-DS
96;0,0398107171058655;1752,89393755415;-640,902161897375;LDH-M2-6-18h-DS
96;0,0316227748990059;1850,89377978226;-588,425389722451;LDH-M2-6-18h-DS
96;0,0251188650727272;1925,13873637535;-523,084296085229;LDH-M2-6-18h-DS
96;0,0199526231735945;1974,58082305478;-453,879766749192;LDH-M2-6-18h-DS
96;0,015848932787776;2000,36266156312;-384,614674297855;LDH-M2-6-18h-DS
96;0,0125892544165254;2001,05178643394;-320,406054531085;LDH-M2-6-18h-DS
96;0,00999999977648258;1979,03736829844;-259,861175312024;LDH-M2-6-18h-DS
168;100000;82,1942608403411;-2,88910184166852;LDH-M2-6-18h-DS
168;79432,8203125;80,018718794914;-2,43134834847069;LDH-M2-6-18h-DS
168;63095,734375;78,786245244549;-2,2707481274453;LDH-M2-6-18h-DS
168;50118,72265625;78,1678824194377;-2,30927919901264;LDH-M2-6-18h-DS
168;39810,71875;77,9116890316016;-2,22755285866112;LDH-M2-6-18h-DS
168;31622,77734375;77,8180134615391;-2,25434133321412;LDH-M2-6-18h-DS
168;25118,865234375;77,7686961865894;-2,19176832448466;LDH-M2-6-18h-DS
168;19952,623046875;77,8248825327202;-2,28795732064278;LDH-M2-6-18h-DS
168;15848,931640625;77,9864563814572;-2,47324143156366;LDH-M2-6-18h-DS
168;12589,25390625;78,1554770767429;-2,62586341821314;LDH-M2-6-18h-DS
168;10000;78,3308848458229;-3,00622023221319;LDH-M2-6-18h-DS
168;7943,2822265625;78,5625489770768;-3,23718398073651;LDH-M2-6-18h-DS
168;6309,5732421875;78,7630631688535;-3,64600488839823;LDH-M2-6-18h-DS
168;5011,87255859375;79,1544540930146;-4,15484245018499;LDH-M2-6-18h-DS
168;3981,07177734375;79,5417152238118;-4,81706366287978;LDH-M2-6-18h-DS
168;3162,27758789063;79,8460972322915;-5,41273647532059;LDH-M2-6-18h-DS
168;2511,88647460938;80,3946701031417;-6,3996408974639;LDH-M2-6-18h-DS
168;1995,26232910156;80,8483554216158;-7,41946566774394;LDH-M2-6-18h-DS
168;1584,89318847656;81,4614910844252;-8,63790439196491;LDH-M2-6-18h-DS
168;1258,92541503906;82,074759619607;-10,2981190976319;LDH-M2-6-18h-DS
168;1000;82,93349155004;-12,107179979298;LDH-M2-6-18h-DS
168;794,328247070313;83,7991940840257;-14,2403294394782;LDH-M2-6-18h-DS
168;630,957336425781;85,0102896879828;-17,0065446089883;LDH-M2-6-18h-DS
168;501,187225341797;86,2195517875492;-20,0065650157491;LDH-M2-6-18h-DS
168;398,107177734375;87,7888806012752;-23,7418956228947;LDH-M2-6-18h-DS
168;316,227752685547;89,8312746254562;-28,5030413324637;LDH-M2-6-18h-DS
168;251,18864440918;91,8530884192997;-33,516108547663;LDH-M2-6-18h-DS
168;199,526229858398;94,9060552443351;-40,260291641842;LDH-M2-6-18h-DS
168;158,489318847656;98,6794456094279;-48,324154443455;LDH-M2-6-18h-DS
168;125,892539978027;102,936596955962;-56,819103589798;LDH-M2-6-18h-DS
168;100;108,715022096618;-67,6698829853376;LDH-M2-6-18h-DS
168;79,4328231811523;115,939891797545;-80,0310343584426;LDH-M2-6-18h-DS
168;63,0957336425781;124,376288635211;-93,2418078895702;LDH-M2-6-18h-DS
168;50,118724822998;135,704579470817;-109,19425902613;LDH-M2-6-18h-DS
168;39,810718536377;150,333746128267;-127,749117849632;LDH-M2-6-18h-DS
168;31,6227760314941;166,293145617649;-145,806043738247;LDH-M2-6-18h-DS
168;25,1188640594482;186,822372429923;-165,820599101825;LDH-M2-6-18h-DS
168;19,9526233673096;212,570222078686;-188,40240772636;LDH-M2-6-18h-DS
168;15,8489322662354;238,054436879894;-208,254698600378;LDH-M2-6-18h-DS
168;12,5892543792725;269,06785909553;-230,689847244674;LDH-M2-6-18h-DS
168;10;302,334432319233;-252,466900539962;LDH-M2-6-18h-DS
168;7,94328212738037;338,731282049721;-275,145746755225;LDH-M2-6-18h-DS
168;6,30957365036011;377,290545910285;-299,009426544723;LDH-M2-6-18h-DS
168;5,01187229156494;417,511373635643;-325,029092312615;LDH-M2-6-18h-DS
168;3,98107171058655;461,306804960161;-353,320431159527;LDH-M2-6-18h-DS
168;3,16227769851685;508,946011809436;-385,054823692954;LDH-M2-6-18h-DS
168;2,51188635826111;561,213544744601;-420,903714772153;LDH-M2-6-18h-DS
168;1,99526226520538;614,351018287453;-458,836547259055;LDH-M2-6-18h-DS
168;1,58489322662354;675,206383737235;-502,362131132744;LDH-M2-6-18h-DS
168;1,25892543792725;742,182000867208;-551,648898362995;LDH-M2-6-18h-DS
168;1;814,510063747084;-603,616076881417;LDH-M2-6-18h-DS
168;0,794328212738037;898,328649572071;-663,667716363472;LDH-M2-6-18h-DS
168;0,630957365036011;996,253099815003;-727,967020223905;LDH-M2-6-18h-DS
168;0,501187205314636;1104,66004577844;-793,624463433341;LDH-M2-6-18h-DS
168;0,398107171058655;1225,29785090209;-858,640074420856;LDH-M2-6-18h-DS
168;0,31622776389122;1356,13886904392;-924,272448283913;LDH-M2-6-18h-DS
168;0,251188635826111;1495,22278810762;-985,040473130853;LDH-M2-6-18h-DS
168;0,199526235461235;1642,27309308976;-1050,46947260272;LDH-M2-6-18h-DS
168;0,158489316701889;1797,97399240028;-1120,20757169034;LDH-M2-6-18h-DS
168;0,125892534852028;1961,49305474482;-1193,03191777257;LDH-M2-6-18h-DS
168;0,100000001490116;2140,21949498185;-1270,16936469761;LDH-M2-6-18h-DS
168;0,0794328227639198;2339,23909171644;-1347,69003021236;LDH-M2-6-18h-DS
168;0,0630957335233688;2559,60966112084;-1423,16604618613;LDH-M2-6-18h-DS
168;0,0501187220215797;2805,13724362761;-1482,63901952254;LDH-M2-6-18h-DS
168;0,0398107171058655;3297,80104358585;-1658,51861650717;LDH-M2-6-18h-DS
168;0,0316227748990059;3516,31426116524;-1615,09852547203;LDH-M2-6-18h-DS
168;0,0251188650727272;3739,14279166846;-1541,2181134584;LDH-M2-6-18h-DS
168;0,0199526231735945;3957,6005307335;-1439,24310724254;LDH-M2-6-18h-DS
168;0,015848932787776;4157,70690098648;-1317,11823715894;LDH-M2-6-18h-DS
168;0,0125892544165254;4335,21182394456;-1181,62619406458;LDH-M2-6-18h-DS
168;0,00999999977648258;4486,3570338723;-1040,55852441848;LDH-M2-6-18h-DS
